"Index","Prot"
"1398","IL1B"
"1399","TXN"
"1400","CENPL"
"1401","USP16"
"1402","SDCCAG8"
"1403","ALOX15B"
"1404","TSPYL2"
"1405","KIF18A"
"1406","MOB2"
"1407","RNASEH2A"
"1408","ZBTB16"
"1409","PLXNA2"
"1410","PTPRC"
"1411","PPP2R5A"
"1412","KCND3"
"1413","TP53BP2"
"1414","TTK"
"1415","USF2"
"1416","IL10"
"1417","PRC1"
"1418","VDR"
"1419","CDKN1C"
"1420","TEK"
"1421","PLG"
"1422","ME1"
"1423","FCGR2B"
"1424","TDP2"
"1425","CXCR2"
"1426","KIF24"
"1427","PTX3"
"1428","TPM2"
"1429","CTLA4"
"1430","PARPBP"
"1431","MAPKAPK3"
"1432","TBXAS1"
"1433","MAP4K3"
"1434","STAG2"
"1435","ALOX12B"
"1436","LMAN2L"
"1437","INS"
"1438","SIRT5"
"1439","CD69"
"1440","NCR3LG1"
"1441","BDNF"
"1442","GJD2"
"1443","SSNA1"
"1444","ZHX2"
"1445","SPDYA"
"1446","WRNIP1"
"1447","SHCBP1"
"1448","NOV"
"1449","NUP37"
"1450","F3"
"1451","MMP1"
"1452","RETN"
"1453","SRF"
"1454","PPP1R12C"
"1455","SLK"
"1456","NGF"
"1457","PLA2G4C"
"1458","TMEM259"
"1459","NUCKS1"
"1460","CAMP"
"1461","YWHAQ"
"1462","CXCL9"
"1463","HPGDS"
"1464","TMEM263"
"1465","GAS5"
"1466","TNFSF12"
"1467","MMP9"
"1468","IL15"
"1469","HS6ST2"
"1470","COMMD5"
"1471","IL1R1"
"1472","LTA"
"1473","WAS"
"1474","S100B"
"1475","TNFSF11"
"1476","IFNA1"
"1477","TFF1"
"1478","GADD45B"
"1479","CD8A"
"1480","DONSON"
"1481","VEGFA"
"1482","GLG1"
"1483","SLC2A4"
"1484","SCYL2"
"1485","TRIP4"
"1486","UCHL1"
"1487","CSF2"
"1488","C5AR1"
"1489","CYP4F2"
"1490","MND1"
"1491","EREG"
"1492","KRT86"
"1493","SGOL2"
"1494","TLR3"
"1495","TWF1"
"1496","FLG2"
"1497","LZTS1"
"1498","TOP2B"
"1499","RASGRF1"
"1500","PNMT"
"1501","FAM58A"
"1502","IL3RA"
"1503","WAPAL"
"1504","TBX21"
"1505","TUBGCP5"
"1506","TTBK2"
"1507","TUBG2"
"1508","CD40LG"
"1509","TAOK1"
"1510","TLR2"
"1511","MMP3"
"1512","FBXO5"
"1513","RAC2"
"1514","LIG1"
"1515","IFNG"
"1516","MAFK"
"1517","PLA2G1B"
"1518","GTF3A"
"1519","CDCA7"
"1520","WDR26"
"1521","SFI1"
"1522","RIPK3"
"1523","CCL11"
"1524","INCENP"
"1525","CXCL1"
"1526","REPS2"
"1527","SPC24"
"1528","PLA2G6"
"1529","H2AFJ"
"1530","CXCL12"
"1531","CCL3"
"1532","USP48"
"1533","ADIPOQ"
"1534","CXCR1"
"1535","TICRR"
"1536","RRM1"
"1537","SSH3"
"1538","CXCL10"
"1539","PTPRJ"
"1540","HPGD"
"1541","TCAP"
"1542","MPO"
"1543","PCDH7"
"1544","NFKBIB"
"1545","IL12B"
"1546","NKIRAS1"
"1547","TGFB2"
"1548","CCL4"
"1549","SPI1"
"1550","UHRF2"
"1551","PTGS1"
"1552","IL6"
"1553","ITIH2"
"1554","CYP4F8"
"1555","WDHD1"
"1556","CYP2C19"
"1557","TNFSF14"
"1558","ZW10"
"1559","SPATA2"
"1560","IL3"
"1561","TPX2"
"1562","FKBP11"
"1563","CXCL2"
"1564","TM2D3"
"1565","POM121C"
"1566","TAMM41"
"1567","PPP2R5B"
"1568","VCPIP1"
"1569","FBXO43"
"1570","PRTN3"
"1571","TLR5"
"1572","STAT4"
"1573","TNFRSF11A"
"1574","IL17A"
"1575","TBKBP1"
"1576","IL9"
"1577","IL5"
"1578","IDO1"
"1579","TIMM8B"
"1580","CYP2J2"
"1581","TYK2"
"1582","PRF1"
"1583","TFF3"
"1584","EDN1"
"1585","ANGPT1"
"1586","PTGER4"
"1587","VRK1"
"1588","LTB"
"1589","IL18RAP"
"1590","VEGFC"
"1591","POLD4"
"1592","USP4"
"1593","PTGES"
"1594","GPT"
"1595","LPIN2"
"1596","UBE2T"
"1597","HSP90B3P"
"1598","SPC25"
"1599","USP22"
"1600","IL4"
"1601","ZNF746"
"1602","MADCAM1"
"1603","TNFSF9"
"1604","CCNB3"
"1605","IL1F10"
"1606","PTGER1"
"1607","PLA2G3"
"1608","ZWINT"
"1609","CX3CL1"
"1610","MMP17"
"1611","ZBTB7B"
"1612","POTEJ"
"1613","OXT"
"1614","ZBTB33"
"1615","TNFAIP6"
"1616","S100A12"
"1617","RNASE1"
"1618","IL37"
"1619","SELL"
"1620","PLA2G2E"
"1621","CPEB3"
"1622","MUC3A"
"1623","UFL1"
"1624","DDC"
"1625","IL18R1"
"1626","ITGAX"
"1627","PTGER2"
"1628","UNC5CL"
"1629","XIAP"
"1630","IL11"
"1631","LRRC66"
"1632","TCF19"
"1633","SAA1"
"1634","NLRP12"
"1635","KLRK1"
"1636","PIWIL4"
"1637","IFNB1"
"1638","CYP2B6"
"1639","IL2"
"1640","REN"
"1641","IL21"
"1642","CCL4L1"
"1643","CXCL3"
"1644","IGHV3-11"
"1645","LPAR3"
"1646","PSMB11"
"1647","H2AFB1"
"1648","NRK"
"1649","SMPD1"
"1650","MUC5AC"
"1651","IL7"
"1652","IL13"
"1653","IL23R"
"1654","MT-CO2"
"1655","CSF3"
"1656","LEP"
"1657","PLA2G2D"
"1658","ENSG00000255819"
"1659","CA7"
"1660","MMP12"
"1661","MMP13"
"1662","PLA2G12B"
"1663","CYP4F3"
"1664","CYP2U1"
"1665","TLR6"
"1666","ENSG00000173366"
"1667","TLR10"
"1668","TLR8"
"1669","TLR7"
"1670","CD1C"
"1671","PLA2G2C"
"1672","THBD"
"1673","SPPL2A"
"1674","MRC1"
"1675","PLA2G5"
"1676","PLA2G2F"
"1677","ICOSL"
"1678","B7RP1"
"1679","TFF2"
"1680","ZWILCH"
"1681","CUZD1"
"1682","ZAN"
"1683","ENSG00000259680"
"1684","ZFP91"
"1685","ZRANB2"
"1686","ZFP36"
"1687","TRIB3"
"1688","VIMP"
"1689","TSLP"
"1690","USP31"
"1691","SPDYE2"
"1692","SETD6"
"1693","SPATA31A3"
"1694","WEE2"
"1695","TEN1-CDK3"
"1696","SPDYE1"
"1697","SPDYE2B"
"1698","SPDYE3"
"1699","SPDYE4"
"1700","SPDYE6"
"1701","SPDYC"
"1702","SPDYE5"
"1703","PLK5"
"1704","CD79A"
"1705","FBXL20"
"1706","CD209"
"1707","FBXL2"
"1708","GLTSCR2"
"1709","POLK"
"1710","PDCD4"
"1711","BAK1"
"1712","MOV10"
"1713","DDX50"
"1714","CSDE1"
"1715","GPSM3"
"1716","GOLGA3"
"1717","FLI1"
"1718","CRK"
"1719","DNMT1"
"1720","BAG2"
"1721","PRPF31"
"1722","TUBA1C"
"1723","GRWD1"
"1724","CSNK2B"
"1725","C1orf116"
"1726","EP400"
"1727","CDC73"
"1728","HSP90B1"
"1729","PAN2"
"1730","DDB1"
"1731","MGRN1"
"1732","MLH1"
"1733","HNRNPL"
"1734","EIF5B"
"1735","PVR"
"1736","KIAA1429"
"1737","HGS"
"1738","CITED2"
"1739","DAB2IP"
"1740","EXOSC9"
"1741","HUS1"
"1742","DCUN1D5"
"1743","GNAI2"
"1744","DHX8"
"1745","EIF3E"
"1746","GPS2"
"1747","NPRL3"
"1748","EWSR1"
"1749","DACH1"
"1750","RPL21"
"1751","MTMR4"
"1752","ATG16L1"
"1753","ANXA2"
"1754","APPL1"
"1755","SF3B2"
"1756","MOGS"
"1757","EZR"
"1758","MED21"
"1759","RPL23A"
"1760","EIF4G2"
"1761","EIF3A"
"1762","COPS6"
"1763","FAM175B"
"1764","ITCH"
"1765","HN1L"
"1766","CNOT1"
"1767","CA9"
"1768","HSPH1"
"1769","DCAF7"
"1770","FBXL5"
"1771","SESN2"
"1772","EXOSC6"
"1773","DCTN1"
"1774","NR4A1"
"1775","GIT2"
"1776","EXOSC3"
"1777","KLHL13"
"1778","USP15"
"1779","ARRB1"
"1780","ID4"
"1781","TRIM27"
"1782","CFTR"
"1783","FBXO7"
"1784","MRPS27"
"1785","HECW2"
"1786","ERCC1"
"1787","EIF2AK2"
"1788","FOXJ3"
"1789","APOB"
"1790","FAM98A"
"1791","LIMA1"
"1792","DCP2"
"1793","MAP2K5"
"1794","HDLBP"
"1795","AKT3"
"1796","SCFD1"
"1797","CHD4"
"1798","RPS6KA2"
"1799","ASH2L"
"1800","FOXL1"
"1801","MEX3C"
"1802","PAICS"
"1803","KBTBD7"
"1804","ARF1"
"1805","MAPK7"
"1806","POU5F1"
"1807","ATP5A1"
"1808","BIRC6"
"1809","CUL5"
"1810","FOXH1"
"1811","BNIP3"
"1812","DGCR8"
"1813","BMI1"
"1814","MRPS22"
"1815","FBXL15"
"1816","BRCC3"
"1817","CD55"
"1818","ANK2"
"1819","HERC2"
"1820","LRPPRC"
"1821","KLC3"
"1822","HSPA9"
"1823","CHD3"
"1824","EIF2S2"
"1825","CACYBP"
"1826","BRD1"
"1827","GRB2"
"1828","SMAD7"
"1829","VRK2"
"1830","APEX1"
"1831","MDC1"
"1832","RFWD3"
"1833","SIAH1"
"1834","BMP1"
"1835","CEP120"
"1836","GOLGA5"
"1837","ING1"
"1838","EXOSC7"
"1839","ABR"
"1840","MTNR1A"
"1841","APLNR"
"1842","HNRNPA0"
"1843","SMAD2"
"1844","DYRK1A"
"1845","DDB2"
"1846","SLAMF1"
"1847","MRPL41"
"1848","CBL"
"1849","NMT1"
"1850","ACTL6A"
"1851","EID2"
"1852","CUL3"
"1853","CBLC"
"1854","RPS15"
"1855","CHD8"
"1856","AREL1"
"1857","S1PR5"
"1858","COPS4"
"1859","CAND1"
"1860","SHC1"
"1861","MRPS2"
"1862","MRPS28"
"1863","DYRK2"
"1864","SETD1A"
"1865","NEDD4L"
"1866","RNF115"
"1867","RNF14"
"1868","ERBB2IP"
"1869","MTA3"
"1870","CAPZA2"
"1871","MED1"
"1872","PLS3"
"1873","COPB2"
"1874","NEDD8"
"1875","EXOSC5"
"1876","CYP1A1"
"1877","TFPI2"
"1878","HIST1H1E"
"1879","SSRP1"
"1880","DVL3"
"1881","TEAD2"
"1882","GTF3C3"
"1883","BACE1"
"1884","RIPK4"
"1885","COMMD3"
"1886","ASF1A"
"1887","KIT"
"1888","SART1"
"1889","CTBP1"
"1890","CCT6B"
"1891","SET"
"1892","HNRNPH1"
"1893","CCNG1"
"1894","ABCE1"
"1895","PDLIM5"
"1896","GNB1"
"1897","DBN1"
"1898","CNOT3"
"1899","ERBB4"
"1900","BICD1"
"1901","CHEK2"
"1902","DTX3L"
"1903","CSK"
"1904","FOXK1"
"1905","RPL24"
"1906","GNAI3"
"1907","ACTA2"
"1908","FAM217B"
"1909","ARF4"
"1910","RPAP3"
"1911","ITPR2"
"1912","RNF126"
"1913","FOXG1"
"1914","TFRC"
"1915","BAX"
"1916","CAD"
"1917","BMPR1A"
"1918","RBPMS"
"1919","FBXO25"
"1920","RPL18A"
"1921","CHTOP"
"1922","PES1"
"1923","WDR33"
"1924","HSP90AB1"
"1925","PPID"
"1926","RPA3"
"1927","RQCD1"
"1928","OTUD1"
"1929","KAT6A"
"1930","CCAR2"
"1931","DENND4C"
"1932","LNX1"
"1933","GGA1"
"1934","KANSL1"
"1935","NPBWR1"
"1936","NPB"
"1937","TOP3A"
"1938","TAF2"
"1939","WDR11"
"1940","KHSRP"
"1941","BAIAP2L1"
"1942","MYLIP"
"1943","FBLN1"
"1944","TSC22D1"
"1945","MYOD1"
"1946","HERC5"
"1947","STRAP"
"1948","NCK1"
"1949","CTDP1"
"1950","BAG6"
"1951","LRSAM1"
"1952","MRPS9"
"1953","FTH1"
"1954","REST"
"1955","LEF1"
"1956","SMN1"
"1957","NCKAP1"
"1958","GATAD2A"
"1959","HIPK2"
"1960","EIF3B"
"1961","EIF3I"
"1962","FHL3"
"1963","MTF2"
"1964","SNX1"
"1965","CCT6A"
"1966","MAX"
"1967","LDLRAD4"
"1968","IPO9"
"1969","SLC9A3R2"
"1970","RPL37A"
"1971","ANXA7"
"1972","TSC22D4"
"1973","KIAA0368"
"1974","CEP128"
"1975","DICER1"
"1976","GNG2"
"1977","KCTD6"
"1978","ECD"
"1979","KDM5C"
"1980","NLK"
"1981","FOXB1"
"1982","TRRAP"
"1983","IRS1"
"1984","PELP1"
"1985","IQGAP1"
"1986","PPIE"
"1987","FBXW5"
"1988","PARK2"
"1989","THRAP3"
"1990","BRIP1"
"1991","CBX4"
"1992","PTPN11"
"1993","MSH2"
"1994","DLEU1"
"1995","ASB4"
"1996","GTF3C4"
"1997","RAP1B"
"1998","CKAP4"
"1999","ARAF"
"2000","APMAP"
"2001","UBE2A"
"2002","SH3GL1"
"2003","OTUB1"
"2004","CTDSP2"
"2005","BMP7"
"2006","RPS11"
"2007","ITPR3"
"2008","METTL14"
"2009","GSPT1"
"2010","GABBR1"
"2011","ARL1"
"2012","IBTK"
"2013","ELAC2"
"2014","CCT2"
"2015","PRPF4"
"2016","PCP2"
"2017","PARVA"
"2018","MUC1"
"2019","COPG1"
"2020","ACTBL2"
"2021","PIAS4"
"2022","KLF5"
"2023","MCM3AP"
"2024","EEA1"
"2025","MSH6"
"2026","PHF1"
"2027","GPR156"
"2028","LONRF1"
"2029","CCL21"
"2030","GNL3"
"2031","RNF130"
"2032","HDAC7"
"2033","TCEAL1"
"2034","GAK"
"2035","AGO3"
"2036","DVL2"
"2037","DCUN1D1"
"2038","KIF3C"
"2039","PDGFRB"
"2040","FOXC1"
"2041","PELI2"
"2042","ACKR3"
"2043","SMAD9"
"2044","GNB4"
"2045","IRS4"
"2046","RBBP7"
"2047","MTA2"
"2048","MTA1"
"2049","ACVR1B"
"2050","BCL2L2"
"2051","ATG7"
"2052","SENP3"
"2053","CRYAB"
"2054","SEPT9"
"2055","KIF1C"
"2056","KDM6A"
"2057","CBLB"
"2058","UBA1"
"2059","HARS2"
"2060","TAF10"
"2061","TADA1"
"2062","SIRT7"
"2063","CBX2"
"2064","USP11"
"2065","RAD50"
"2066","CHRM3"
"2067","NEIL3"
"2068","PARN"
"2069","SIAH2"
"2070","BHLHE40"
"2071","CAMK2G"
"2072","LMO7"
"2073","RCOR1"
"2074","NEK4"
"2075","SNRPA1"
"2076","ANKRD17"
"2077","KLHL22"
"2078","KLC1"
"2079","SPTBN1"
"2080","ACVR1"
"2081","RMI1"
"2082","JUNB"
"2083","NCOA2"
"2084","FOXP1"
"2085","TANGO6"
"2086","EIF3M"
"2087","MIF"
"2088","MRE11A"
"2089","CORO1A"
"2090","SUPT16H"
"2091","RPL31"
"2092","HERC6"
"2093","RPS14"
"2094","FBXL4"
"2095","DAPK1"
"2096","KAT7"
"2097","ATP1B4"
"2098","NEDD4"
"2099","GTPBP4"
"2100","CAPZB"
"2101","BCR"
"2102","BCL6"
"2103","PMAIP1"
"2104","SAP130"
"2105","EPB41L2"
"2106","MRPL24"
"2107","EXOSC8"
"2108","FKBP4"
"2109","AHNAK"
"2110","RPL19"
"2111","ASB7"
"2112","AIMP2"
"2113","RNF138"
"2114","CTCF"
"2115","DNAJC7"
"2116","KIF5B"
"2117","CCT3"
"2118","SEPT11"
"2119","BLNK"
"2120","TDG"
"2121","TRIM32"
"2122","GTF2H1"
"2123","CAPN1"
"2124","GOSR2"
"2125","HCLS1"
"2126","PTPN5"
"2127","CTDSPL"
"2128","FASN"
"2129","RANBP9"
"2130","KMT2A"
"2131","BLZF1"
"2132","WDR77"
"2133","RNF43"
"2134","GTF2H4"
"2135","KLHL40"
"2136","RNF114"
"2137","CUL4B"
"2138","ARFGAP1"
"2139","MAPKAPK5"
"2140","NCOR1"
"2141","GMEB1"
"2142","NOC2L"
"2143","HABP4"
"2144","PSEN1"
"2145","AKT2"
"2146","FLNB"
"2147","DNAJA2"
"2148","POLR1D"
"2149","NAE1"
"2150","AAGAB"
"2151","FHL1"
"2152","DIS3"
"2153","FAM91A1"
"2154","METTL3"
"2155","SRPK1"
"2156","HNRNPK"
"2157","HTT"
"2158","HADHB"
"2159","EED"
"2160","KLC4"
"2161","TRAIP"
"2162","CD2AP"
"2163","TNK2"
"2164","MBD3"
"2165","PDCD5"
"2166","USP10"
"2167","IARS2"
"2168","TXNL1"
"2169","CNN2"
"2170","EXOSC1"
"2171","FAM188B"
"2172","LRRK2"
"2173","GNL3L"
"2174","USP28"
"2175","ACVR2B"
"2176","TMED10"
"2177","CRX"
"2178","ETV1"
"2179","HEY1"
"2180","CRBN"
"2181","PJA1"
"2182","BTG2"
"2183","CORO1C"
"2184","SETD2"
"2185","FOXK2"
"2186","SRPK2"
"2187","PCMT1"
"2188","CAP1"
"2189","KIAA1524"
"2190","LEMD3"
"2191","CCDC22"
"2192","RPL35"
"2193","TP53I3"
"2194","NANOG"
"2195","ATRX"
"2196","DOT1L"
"2197","PTPN4"
"2198","FBXO15"
"2199","IVNS1ABP"
"2200","OPRM1"
"2201","HMGCR"
"2202","DDX20"
"2203","FBXO18"
"2204","INPP5D"
"2205","FPR2"
"2206","TPD52L2"
"2207","HDAC4"
"2208","PRKAA1"
"2209","P2RY12"
"2210","TOPORS"
"2211","MRPS14"
"2212","UBE2Z"
"2213","SLC30A6"
"2214","SOCS2"
"2215","PLCG1"
"2216","CD72"
"2217","BRPF1"
"2218","SERPINB5"
"2219","PPIB"
"2220","SEC22B"
"2221","UBE4A"
"2222","RLIM"
"2223","BET1"
"2224","SSX2IP"
"2225","GIGYF2"
"2226","TRIM28"
"2227","LGALS3BP"
"2228","ETS1"
"2229","INSIG1"
"2230","NF1"
"2231","HSPA1B"
"2232","ANKRD2"
"2233","POMC"
"2234","EPAS1"
"2235","SYVN1"
"2236","SAP30"
"2237","CTNND1"
"2238","CPSF7"
"2239","MAML1"
"2240","FHL2"
"2241","CCAR1"
"2242","MED6"
"2243","TCF3"
"2244","HECTD1"
"2245","SUMO2"
"2246","RPL10L"
"2247","CYP20A1"
"2248","PCDH1"
"2249","GLMN"
"2250","EIF3H"
"2251","BRE"
"2252","CD1E"
"2253","DNTT"
"2254","ADCY6"
"2255","MED8"
"2256","TNRC6A"
"2257","L3MBTL1"
"2258","NIN"
"2259","HIRA"
"2260","MYCN"
"2261","PARK7"
"2262","ADRBK1"
"2263","HIVEP1"
"2264","TOP1"
"2265","PDCD6"
"2266","HERC1"
"2267","SPTAN1"
"2268","CSNK1A1"
"2269","NR2E1"
"2270","CASR"
"2271","CBX8"
"2272","FOXO3"
"2273","DCAF4"
"2274","UBE2B"
"2275","SIVA1"
"2276","ERCC3"
"2277","HTR1A"
"2278","JMY"
"2279","ITGB4"
"2280","GNG5"
"2281","GSN"
"2282","C4orf29"
"2283","TFIP11"
"2284","HIPK3"
"2285","HIPK1"
"2286","SURF4"
"2287","ARHGEF12"
"2288","SF3B1"
"2289","MUL1"
"2290","CNOT2"
"2291","GATAD2B"
"2292","EIF5"
"2293","UBR1"
"2294","GTF2I"
"2295","S100A8"
"2296","NFYC"
"2297","PSAP"
"2298","TPT1"
"2299","HP"
"2300","MRPL39"
"2301","ERCC8"
"2302","NEURL4"
"2303","DNM1"
"2304","EIF4G1"
"2305","RPS2"
"2306","CNOT6L"
"2307","PTCD3"
"2308","C5"
"2309","IGF2BP3"
"2310","DAPP1"
"2311","USP3"
"2312","EIF4B"
"2313","CTGF"
"2314","GSTP1"
"2315","KIF13B"
"2316","ARHGAP35"
"2317","ANAPC13"
"2318","BAG1"
"2319","CHRM4"
"2320","DBNL"
"2321","LRRC41"
"2322","IMPDH2"
"2323","FLNA"
"2324","PRKAB2"
"2325","PROX1"
"2326","CLTB"
"2327","BPTF"
"2328","COPB1"
"2329","COPG2"
"2330","C12orf5"
"2331","PATL1"
"2332","UBR5"
"2333","SEC23IP"
"2334","IGLL5"
"2335","KIF1A"
"2336","RAD23A"
"2337","MECOM"
"2338","MRPS5"
"2339","TRIM21"
"2340","KSR1"
"2341","PPME1"
"2342","RPL30"
"2343","FBXL8"
"2344","PDAP1"
"2345","BRD7"
"2346","LAMA4"
"2347","WRN"
"2348","LAP3"
"2349","TCEB2"
"2350","DDX3Y"
"2351","CCT8"
"2352","DAPK3"
"2353","GCN1L1"
"2354","LRR1"
"2355","HOMER3"
"2356","UTP14A"
"2357","TGFBR2"
"2358","CLTA"
"2359","FBXO3"
"2360","RPL14"
"2361","MRPS18B"
"2362","PIK3C3"
"2363","CRTC2"
"2364","GEMIN5"
"2365","CASP10"
"2366","KMT2C"
"2367","SBF2"
"2368","PSD3"
"2369","FEM1B"
"2370","SUV39H1"
"2371","TIMM50"
"2372","RECQL5"
"2373","UBE2R2"
"2374","NBN"
"2375","MKRN1"
"2376","KIF9"
"2377","NEUROG2"
"2378","BTBD2"
"2379","SRSF1"
"2380","ATRIP"
"2381","MAGED2"
"2382","NME4"
"2383","RAB11FIP5"
"2384","DPH1"
"2385","CCDC33"
"2386","CTTN"
"2387","KIF21A"
"2388","PPIF"
"2389","AGO4"
"2390","SMURF1"
"2391","RAB7A"
"2392","UBE2K"
"2393","KLHL2"
"2394","PRDM16"
"2395","TBC1D4"
"2396","ENAH"
"2397","MTNR1B"
"2398","PPP3CA"
"2399","CYCS"
"2400","KLHL20"
"2401","VIM"
"2402","CSNK1G2"
"2403","UBA3"
"2404","CDKN2B"
"2405","SKI"
"2406","IDH1"
"2407","SIK1"
"2408","BCL2L11"
"2409","DCTN4"
"2410","LACRT"
"2411","ARF5"
"2412","GNB3"
"2413","EPCAM"
"2414","DZIP3"
"2415","RNF20"
"2416","TRIP12"
"2417","PRMT3"
"2418","HR"
"2419","PTPN12"
"2420","SMARCA5"
"2421","TRIM41"
"2422","PRMT7"
"2423","DNMT3A"
"2424","YWHAZ"
"2425","ANK3"
"2426","MAP9"
"2427","ARIH2"
"2428","PAK4"
"2429","SMAD1"
"2430","RPS7"
"2431","CLINT1"
"2432","COL1A2"
"2433","CXXC1"
"2434","FBXO2"
"2435","ARF6"
"2436","PAFAH1B3"
"2437","FBXL12"
"2438","CRKL"
"2439","NDRG4"
"2440","MED24"
"2441","EFEMP2"
"2442","KLHL9"
"2443","RNF41"
"2444","PIK3R2"
"2445","ELL"
"2446","USP24"
"2447","GMPS"
"2448","MUTYH"
"2449","AXIN1"
"2450","LTN1"
"2451","CORO1B"
"2452","SEC31A"
"2453","PITX2"
"2454","PACRG"
"2455","UBE2E2"
"2456","NPM3"
"2457","ATF4"
"2458","GNAI1"
"2459","SUB1"
"2460","RPS16"
"2461","DGCR14"
"2462","DOK1"
"2463","ARCN1"
"2464","ERCC6"
"2465","CHRD"
"2466","MTPAP"
"2467","EIF4E2"
"2468","PHC2"
"2469","HIPK4"
"2470","UBQLN4"
"2471","DNAJB1"
"2472","U2AF2"
"2473","EPHA1"
"2474","ACVR2A"
"2475","CBX6"
"2476","KIF6"
"2477","COPS8"
"2478","NDRG1"
"2479","SACS"
"2480","PRKAA2"
"2481","SIK3"
"2482","RANBP3"
"2483","KAT8"
"2484","TEP1"
"2485","PTPN7"
"2486","FGFR4"
"2487","NFE2L2"
"2488","ACTR10"
"2489","MB21D1"
"2490","CD79B"
"2491","RNF19B"
"2492","OTUD5"
"2493","GNB2"
"2494","STK11"
"2495","TFAM"
"2496","STAT5B"
"2497","MME"
"2498","TRIM9"
"2499","IPO7"
"2500","C3AR1"
"2501","BACH1"
"2502","BLK"
"2503","CUL9"
"2504","RING1"
"2505","RBBP4"
"2506","GTF3C5"
"2507","FBXL19"
"2508","MET"
"2509","ASB2"
"2510","DROSHA"
"2511","SIN3A"
"2512","RPRD1A"
"2513","AAK1"
"2514","POLI"
"2515","VAC14"
"2516","SREBF2"
"2517","OTUB2"
"2518","PTK2"
"2519","NCOA1"
"2520","NFYB"
"2521","EIF3G"
"2522","FBXW4"
"2523","ACSL4"
"2524","EFHD2"
"2525","CITED1"
"2526","ABCB1"
"2527","PIAS2"
"2528","PITX1"
"2529","APOBEC3B"
"2530","LSM14A"
"2531","PTPN23"
"2532","BRAP"
"2533","ETS2"
"2534","PDGFRA"
"2535","SERPINH1"
"2536","FBXL18"
"2537","FERMT2"
"2538","ADH5"
"2539","SNX2"
"2540","AIPL1"
"2541","ELP4"
"2542","KMT2B"
"2543","TAF1C"
"2544","ITPR1"
"2545","CCDC25"
"2546","CLK3"
"2547","ING5"
"2548","BMP4"
"2549","KIF27"
"2550","MAP7D3"
"2551","CDK5R1"
"2552","PDLIM7"
"2553","RB1CC1"
"2554","ATN1"
"2555","RPLP0"
"2556","DCTN5"
"2557","DHRS4"
"2558","RRP1B"
"2559","PAX6"
"2560","MAPK12"
"2561","MON2"
"2562","NACA"
"2563","FBXO44"
"2564","ASB6"
"2565","TRIM37"
"2566","GRIN2B"
"2567","ASB8"
"2568","FOXQ1"
"2569","HINT3"
"2570","CABIN1"
"2571","PHKB"
"2572","PTPMT1"
"2573","PDIA5"
"2574","TCEB1"
"2575","SUPT6H"
"2576","BRF1"
"2577","PIAS1"
"2578","DRAP1"
"2579","DGKZ"
"2580","PTPN2"
"2581","ACKR1"
"2582","CNR1"
"2583","UBE3C"
"2584","HCK"
"2585","PIKFYVE"
"2586","NMU"
"2587","LARP1"
"2588","CD22"
"2589","COX17"
"2590","PLCG2"
"2591","KLHL42"
"2592","DNMBP"
"2593","DCLRE1C"
"2594","FATE1"
"2595","APAF1"
"2596","RHOA"
"2597","RBPJ"
"2598","GNA15"
"2599","PRRC2A"
"2600","RBM3"
"2601","TRIM63"
"2602","FBXW8"
"2603","EIF3L"
"2604","MRPS25"
"2605","GSTM4"
"2606","FOXA3"
"2607","KIAA1598"
"2608","BMPR1B"
"2609","SPG20"
"2610","KIF3B"
"2611","NDN"
"2612","KBTBD6"
"2613","KCTD17"
"2614","CD59"
"2615","GPR183"
"2616","CCDC106"
"2617","TRIM39"
"2618","CISH"
"2619","MED17"
"2620","ADORA1"
"2621","BTBD1"
"2622","CNOT4"
"2623","TAF15"
"2624","COPS2"
"2625","CCRN4L"
"2626","PDHA1"
"2627","KIFAP3"
"2628","RPL18"
"2629","PELI1"
"2630","NAP1L1"
"2631","HBB"
"2632","PER2"
"2633","RPS6KA1"
"2634","STT3B"
"2635","ARID3A"
"2636","MAPK13"
"2637","SH2D2A"
"2638","SOS1"
"2639","DDX4"
"2640","GRM7"
"2641","RNF111"
"2642","RBBP6"
"2643","RBBP5"
"2644","PRPF6"
"2645","IFNAR1"
"2646","MPHOSPH6"
"2647","GRM3"
"2648","SETDB1"
"2649","NMT2"
"2650","BAG5"
"2651","RPS6KA3"
"2652","BRINP1"
"2653","C11orf49"
"2654","PNP"
"2655","UBE2O"
"2656","FBXO22"
"2657","FBXO10"
"2658","RFWD2"
"2659","TAF5"
"2660","DNAJB4"
"2661","RPL8"
"2662","CAPG"
"2663","UBE2L6"
"2664","PUF60"
"2665","USP9X"
"2666","SH3KBP1"
"2667","HYAL2"
"2668","HACE1"
"2669","TFE3"
"2670","EXOSC4"
"2671","KLHL41"
"2672","KLHL24"
"2673","IL32"
"2674","PUS7"
"2675","DRD2"
"2676","GNA12"
"2677","MED22"
"2678","HDAC9"
"2679","BTK"
"2680","NAT10"
"2681","MYOCD"
"2682","EPS15L1"
"2683","RCN2"
"2684","ASB12"
"2685","MDH1"
"2686","ARFGAP2"
"2687","SSTR3"
"2688","SLC30A5"
"2689","HOXC11"
"2690","CHMP4B"
"2691","KDM6B"
"2692","POLDIP2"
"2693","EIF3F"
"2694","SOX4"
"2695","FKBP1A"
"2696","TCEAL4"
"2697","UFD1L"
"2698","DHCR24"
"2699","TSG101"
"2700","UBE2M"
"2701","PPP3R1"
"2702","GAL"
