"Index","Prot"
"8703","SYNGR1"
"8704","NEDD8-MDP1"
"8705","ENG"
"8706","ICAM5"
"8707","CYBA"
"8708","RSL1D1"
"8709","MON1B"
"8710","KRT36"
"8711","TTC9C"
"8712","KLHL29"
"8713","RSRC1"
"8714","ABO"
"8715","TIMELESS"
"8716","NHLRC1"
"8717","POLG"
"8718","PALD1"
"8719","FZD6"
"8720","HLA-DRB3"
"8721","MFSD5"
"8722","EPO"
"8723","SETBP1"
"8724","U2AF1"
"8725","MBD4"
"8726","TULP2"
"8727","PHOX2A"
"8728","TOM1L2"
"8729","HIST1H4L"
"8730","PRR20E"
"8731","SH3GL3"
"8732","KRT85"
"8733","PNMA2"
"8734","TRIM6"
"8735","PNO1"
"8736","POGK"
"8737","CD302"
"8738","NSUN4"
"8739","PLEKHO2"
"8740","TSHR"
"8741","UNC93B1"
"8742","CRB1"
"8743","HSPB8"
"8744","SKAP2"
"8745","DCAF17"
"8746","HLA-DMB"
"8747","TOR1A"
"8748","WDR3"
"8749","FAM208B"
"8750","GLIPR1"
"8751","HIC2"
"8752","RIT2"
"8753","MTAP"
"8754","MBNL3"
"8755","KLHL10"
"8756","RUSC2"
"8757","PRR14L"
"8758","SERTAD2"
"8759","SUV420H2"
"8760","DMRTA1"
"8761","DLX6"
"8762","CPPED1"
"8763","TRPS1"
"8764","KLHL32"
"8765","CRB2"
"8766","TMEM63B"
"8767","MAN2B1"
"8768","EPS8L1"
"8769","REXO4"
"8770","SEC61G"
"8771","TMEM261"
"8772","MYH2"
"8773","DNAJC6"
"8774","HDDC3"
"8775","RIOK3"
"8776","GLI2"
"8777","SAMD4A"
"8778","RIMS2"
"8779","SNX18"
"8780","HEATR5B"
"8781","PDCD2L"
"8782","TNFAIP1"
"8783","DENND2A"
"8784","SDK2"
"8785","PPP1R10"
"8786","SPIB"
"8787","PEG3"
"8788","TOMM34"
"8789","DRG2"
"8790","RFPL4B"
"8791","COL12A1"
"8792","PHF20L1"
"8793","F5"
"8794","MIEF2"
"8795","GOLGA7"
"8796","RSRC2"
"8797","KLHL6"
"8798","TRPC1"
"8799","CAMTA2"
"8800","PYGB"
"8801","EPHB3"
"8802","CDH11"
"8803","GPRIN1"
"8804","ZMYM6"
"8805","KIAA2026"
"8806","TRAPPC5"
"8807","CECR1"
"8808","NFE2L3"
"8809","C2orf68"
"8810","PTCRA"
"8811","SENP6"
"8812","LOR"
"8813","PPP1R3D"
"8814","KDM4B"
"8815","SCYL3"
"8816","LONRF3"
"8817","MAGEE1"
"8818","CDH13"
"8819","FAM120C"
"8820","PDLIM1"
"8821","CLDN7"
"8822","PDE4A"
"8823","HIST1H2AG"
"8824","OTUD6A"
"8825","POLR3D"
"8826","CSAG1"
"8827","ZNF324"
"8828","ND4L"
"8829","ELAVL3"
"8830","FANCL"
"8831","SFTPA1"
"8832","TTC1"
"8833","KRT78"
"8834","AKAP3"
"8835","NXPH2"
"8836","AVEN"
"8837","CDH24"
"8838","LCE3E"
"8839","TLK2"
"8840","MRPS12"
"8841","TBC1D10B"
"8842","PPEF2"
"8843","TTYH3"
"8844","BIK"
"8845","RYR2"
"8846","LSS"
"8847","CRHR1"
"8848","IL1R2"
"8849","CEPT1"
"8850","SMEK2"
"8851","BNIPL"
"8852","FOXP4"
"8853","KCNQ4"
"8854","CLDN19"
"8855","CROCCP2"
"8856","RBM45"
"8857","SLAIN2"
"8858","NFATC4"
"8859","DDTL"
"8860","MLXIPL"
"8861","SIGLECL1"
"8862","MAP3K6"
"8863","MASP2"
"8864","B4GALT4"
"8865","TMPRSS5"
"8866","RFK"
"8867","ORAI2"
"8868","SUGT1"
"8869","GRHL1"
"8870","C15orf52"
"8871","SYBU"
"8872","MAP3K10"
"8873","MIER1"
"8874","SNX32"
"8875","RPL17-C18orf32"
"8876","CDH15"
"8877","IQSEC2"
"8878","RIMBP3"
"8879","YIF1A"
"8880","APOBEC3G"
"8881","VPS25"
"8882","OSBPL11"
"8883","TBX1"
"8884","MACROD2"
"8885","RASGEF1C"
"8886","HOXA11"
"8887","ITGAE"
"8888","TRNT1"
"8889","ALPL"
"8890","ACAP2"
"8891","SECISBP2L"
"8892","RHOH"
"8893","S100A1"
"8894","NR4A3"
"8895","URM1"
"8896","RIMS4"
"8897","RAB37"
"8898","CSH1"
"8899","BOD1"
"8900","ITPKA"
"8901","KCNG1"
"8902","CAP2"
"8903","PPP1R3B"
"8904","FAM110C"
"8905","TBC1D17"
"8906","FAM109B"
"8907","VPS53"
"8908","NOL4L"
"8909","SLC25A48"
"8910","SRM"
"8911","VPS72"
"8912","ODC1"
"8913","C10orf32"
"8914","TEX35"
"8915","CLEC4E"
"8916","CDCA4"
"8917","UCKL1"
"8918","ZNF250"
"8919","MAP3K15"
"8920","PRCP"
"8921","SNCG"
"8922","PRPS1L1"
"8923","CFAP58"
"8924","UHRF1BP1"
"8925","LDLRAP1"
"8926","SCP2"
"8927","TMEM38A"
"8928","OSM"
"8929","RAD51C"
"8930","TRPV4"
"8931","ALS2CR12"
"8932","NHS"
"8933","ISX"
"8934","HOXC13"
"8935","PDF"
"8936","AMY1A"
"8937","GLRA4"
"8938","FAM179B"
"8939","KLF8"
"8940","SYNJ1"
"8941","TEC"
"8942","TJP3"
"8943","HIST1H3H"
"8944","ISY1-RAB43"
"8945","IL10RA"
"8946","C8B"
"8947","FAM171B"
"8948","DPH6"
"8949","IL15RA"
"8950","SORL1"
"8951","DOCK3"
"8952","YEATS2"
"8953","TNNT3"
"8954","EPHA6"
"8955","TNFRSF17"
"8956","VPS41"
"8957","KLK9"
"8958","MMRN1"
"8959","KRT12"
"8960","TMEM102"
"8961","TBC1D2B"
"8962","LCORL"
"8963","ZNF189"
"8964","LCE1B"
"8965","SYAP1"
"8966","CITED4"
"8967","SNX11"
"8968","RNU2-1"
"8969","SCT"
"8970","NME5"
"8971","ATAT1"
"8972","TSTD2"
"8973","CHIT1"
"8974","RNF180"
"8975","OXNAD1"
"8976","TRAF3IP3"
"8977","CRYGA"
"8978","ANKRD26P1"
"8979","ELN"
"8980","TNFRSF25"
"8981","IFI27"
"8982","TAF1D"
"8983","SOX6"
"8984","CCDC58"
"8985","ZNF513"
"8986","SYCP2"
"8987","FMN1"
"8988","STK38L"
"8989","KLF11"
"8990","TTC37"
"8991","TEAD3"
"8992","NR1I3"
"8993","MORN3"
"8994","LCE2D"
"8995","PRL"
"8996","EPHA5"
"8997","ASZ1"
"8998","HIST1H3B"
"8999","YTHDF3"
"9000","CCDC78"
"9001","ZNF2"
"9002","HLA-DMA"
"9003","NPAS2"
"9004","GFM2"
"9005","FAM109A"
"9006","QSER1"
"9007","RAB40A"
"9008","TOMM7"
"9009","KCNAB1"
"9010","ZC3H3"
"9011","APC2"
"9012","RELT"
"9013","ACAN"
"9014","SOX13"
"9015","KCNN3"
"9016","TFPT"
"9017","SYN2"
"9018","TGM3"
"9019","ARMC5"
"9020","PKNOX1"
"9021","USP17L2"
"9022","TENM3"
"9023","UAP1"
"9024","GLT8D2"
"9025","DAW1"
"9026","LRRN4CL"
"9027","C16orf78"
"9028","SDR42E1"
"9029","HOXD10"
"9030","IFT43"
"9031","BTBD7"
"9032","TRPC4"
"9033","HIST1H3F"
"9034","ATMIN"
"9035","KLKB1"
"9036","GALE"
"9037","WDR89"
"9038","RALGAPA1"
"9039","IL13RA1"
"9040","TIFA"
"9041","ARSB"
"9042","IDI1"
"9043","TTF2"
"9044","MYO7A"
"9045","ITGAL"
"9046","WNK1"
"9047","C12orf45"
"9048","HSF4"
"9049","NOXA1"
"9050","ORM1"
"9051","MEF2B"
"9052","TNNC2"
"9053","RPA4"
"9054","SOX5"
"9055","TRAFD1"
"9056","FNIP2"
"9057","THOC5"
"9058","NHLRC3"
"9059","SRCIN1"
"9060","MBD5"
"9061","ZBTB18"
"9062","NFE2"
"9063","EBF1"
"9064","GUCY1B3"
"9065","HLA-DQB2"
"9066","RTP5"
"9067","PLXNA4"
"9068","KCNH5"
"9069","MANBA"
"9070","ETV7"
"9071","TSTA3"
"9072","KRT23"
"9073","STK36"
"9074","SMARCD3"
"9075","POLE4"
"9076","OSCP1"
"9077","UBP1"
"9078","KRT84"
"9079","XPA"
"9080","WASF1"
"9081","RAP1GAP"
"9082","SETD3"
"9083","TEKT5"
"9084","ABLIM3"
"9085","KRT33A"
"9086","ZNF576"
"9087","EBAG9"
"9088","GLCCI1"
"9089","MTMR9"
"9090","SAPCD2"
"9091","HSD11B2"
"9092","PHACTR2"
"9093","HFE"
"9094","WDFY3"
"9095","NSUN5P2"
"9096","SEPSECS"
"9097","RSL24D1"
"9098","CADM4"
"9099","MYNN"
"9100","KLHL8"
"9101","IER5"
"9102","SH2D1A"
"9103","TRIM68"
"9104","TSEN15"
"9105","LCE2A"
"9106","STAMBPL1"
"9107","SLC22A16"
"9108","CASKIN2"
"9109","GBP3"
"9110","RCOR2"
"9111","SEC31B"
"9112","XRCC4"
"9113","KCNQ2"
"9114","LRRC58"
"9115","TDRD9"
"9116","SCAF1"
"9117","RASL10B"
"9118","NR1D1"
"9119","IL22RA1"
"9120","ZFR"
"9121","C20orf194"
"9122","CLEC1A"
"9123","SNUPN"
"9124","LRRC8A"
"9125","CDKL4"
"9126","MNS1"
"9127","PEX13"
"9128","CNGB1"
"9129","ZPR1"
"9130","CLDN5"
"9131","MYSM1"
"9132","SAG"
"9133","SULT1C2"
"9134","PVRL4"
"9135","RNU1-1"
"9136","FBXO24"
"9137","RIC8B"
"9138","TREX1"
"9139","TBC1D16"
"9140","ITGB7"
"9141","HLA-DOA"
"9142","BCL2L15"
"9143","MAP3K9"
"9144","TCEANC2"
"9145","GULP1"
"9146","FN3K"
"9147","B3GALT1"
"9148","JSRP1"
"9149","LCE3C"
"9150","PBX3"
"9151","PRICKLE1"
"9152","SPRR2A"
"9153","NRL"
"9154","SLC18A1"
"9155","WDR43"
"9156","SH2D3C"
"9157","OCM2"
"9158","WASL"
"9159","VPS37A"
"9160","KNDC1"
"9161","SGK223"
"9162","C9orf40"
"9163","ZCCHC7"
"9164","WIBG"
"9165","SYCE1"
"9166","PPM1J"
"9167","CLMN"
"9168","MUSK"
"9169","LGALS7B"
"9170","SHANK3"
"9171","RIMKLB"
"9172","POM121L4P"
"9173","PRDM7"
"9174","SSC5D"
"9175","LIF"
"9176","MROH6"
"9177","TBC1D12"
"9178","PDE8B"
"9179","TBX22"
"9180","GH2"
"9181","WAC"
"9182","HIST1H2AK"
"9183","USP44"
"9184","RAB27B"
"9185","KRT28"
"9186","KRT26"
"9187","ZHX3"
"9188","RHOBTB1"
"9189","SSH2"
"9190","DEFB103B"
"9191","SP2"
"9192","CTF1"
"9193","IL22"
"9194","MSH5"
"9195","SERPINB1"
"9196","RSC1A1"
"9197","FGF5"
"9198","RBMX2"
"9199","NUDT2"
"9200","CDH23"
"9201","OBP2A"
"9202","ACAP3"
"9203","GLA"
"9204","TBC1D30"
"9205","DENND4B"
"9206","TYW3"
"9207","USP12P1"
"9208","ASH1L"
"9209","TROAP"
"9210","C6orf132"
"9211","SPRR2B"
"9212","PSMG3"
"9213","SNX24"
"9214","SPIN2B"
"9215","FAM53B"
"9216","RARB"
"9217","TMA16"
"9218","NID1"
"9219","MBL2"
"9220","RIC1"
"9221","NUAK2"
"9222","CACNA1S"
"9223","ARHGEF25"
"9224","SFRP1"
"9225","AACS"
"9226","CMTM3"
"9227","ZNF592"
"9228","NSUN6"
"9229","TPP1"
"9230","NXPE4"
"9231","G0S2"
"9232","PDCD2"
"9233","SCRN1"
"9234","SQLE"
"9235","ZSCAN1"
"9236","MARS2"
"9237","ANXA8L1"
"9238","USH1C"
"9239","ATP8A1"
"9240","KCNJ6"
"9241","IL27RA"
"9242","RWDD1"
"9243","FAM160B2"
"9244","MAPK15"
"9245","VAMP5"
"9246","KRT73"
"9247","CEACAM6"
"9248","ODF3L2"
"9249","FRAT2"
"9250","NANOS3"
"9251","SPATA2L"
"9252","ZNF616"
"9253","RYR1"
"9254","HOXD4"
"9255","MYO3A"
"9256","SRSF8"
"9257","NCF4"
"9258","ORM2"
"9259","PNPLA6"
"9260","SHANK2"
"9261","FCGR1B"
"9262","SPATS2"
"9263","POLG2"
"9264","STK33"
"9265","PLEKHJ1"
"9266","PLAU"
"9267","KRT83"
"9268","TOR2A"
"9269","FBLL1"
"9270","RXRB"
"9271","PRRC1"
"9272","RGS6"
"9273","ATP11B"
"9274","NCR1"
"9275","PITPNM2"
"9276","MAGEA3"
"9277","SHROOM3"
"9278","OLIG3"
"9279","WIPF1"
"9280","MRI1"
"9281","CCDC88B"
"9282","SEZ6L2"
"9283","RGS11"
"9284","RORA"
"9285","SOWAHC"
"9286","OAS2"
"9287","CALCA"
"9288","THAP2"
"9289","PRR12"
"9290","PAPOLG"
"9291","WTAP"
"9292","TUBAL3"
"9293","TNFRSF21"
"9294","HIST1H3J"
"9295","SYCE3"
"9296","SIRPD"
"9297","GP9"
"9298","BANK1"
"9299","RAP1GAP2"
"9300","SPIDR"
"9301","SLC17A5"
"9302","PDLIM3"
"9303","TGS1"
"9304","PRODH"
"9305","HOXB4"
"9306","ZG16B"
"9307","MCF2L"
"9308","CYP4V2"
"9309","MARCH9"
"9310","PLAC1"
"9311","CYBB"
"9312","LRRIQ3"
"9313","CLIC5"
"9314","ESX1"
"9315","SH3BP1"
"9316","SREK1IP1"
"9317","PGM2L1"
"9318","CDH6"
"9319","CDH9"
"9320","TBL1Y"
"9321","TTF1"
"9322","KRT25"
"9323","GGCX"
"9324","KRT71"
"9325","VSX1"
"9326","TIMP2"
"9327","GTF2IRD2"
"9328","TCF25"
"9329","SRRM3"
"9330","CACNA1E"
"9331","CYB5R2"
"9332","FSD1L"
"9333","ALPK1"
"9334","MYO18B"
"9335","CCDC105"
"9336","RGS7"
"9337","KCNQ5"
"9338","PDE1B"
"9339","WHSC1L1"
"9340","FUT9"
"9341","SPATA5L1"
"9342","C11orf63"
"9343","ZSWIM8"
"9344","ZNF451"
"9345","IFI44"
"9346","RWDD2B"
"9347","TIPIN"
"9348","WRAP73"
"9349","PCLO"
"9350","NAA38"
"9351","VASN"
"9352","PRPF18"
"9353","PALMD"
"9354","SYNE1"
"9355","SOCS7"
"9356","GUCY2F"
"9357","FCER2"
"9358","GUCY2D"
"9359","PDE6A"
"9360","ISG20"
"9361","ASPHD1"
"9362","FOLR3"
"9363","TRAPPC8"
"9364","PRPF38B"
"9365","HIST1H2AM"
"9366","WDR55"
"9367","SMAP1"
"9368","PPP1R1B"
"9369","NSMF"
"9370","PDE7B"
"9371","TCIRG1"
"9372","ITIH5"
"9373","SPEG"
"9374","GMIP"
"9375","NKX3-2"
"9376","TYRP1"
"9377","ZNF221"
"9378","SPRR2E"
"9379","TMLHE"
"9380","WDR34"
"9381","C7"
"9382","WDR12"
"9383","USP53"
"9384","CDH18"
"9385","WFS1"
"9386","DKFZP434K028"
"9387","HGD"
"9388","WNT11"
"9389","POSTN"
"9390","CTRB1"
"9391","TRMT61A"
"9392","CD1D"
"9393","PPRC1"
"9394","MT1X"
"9395","ZMYM4"
"9396","METTL2B"
"9397","TET3"
"9398","STK35"
"9399","CACNA1F"
"9400","OAZ2"
"9401","TMEM179B"
"9402","UNC13D"
"9403","FCAR"
"9404","PPP3R2"
"9405","AVPI1"
"9406","SHQ1"
"9407","GBP5"
"9408","GABRA4"
"9409","RPL41"
"9410","ZNF398"
"9411","ENTPD1"
"9412","BCL2L10"
"9413","USP35"
"9414","VPS37C"
"9415","TRAK2"
"9416","TM9SF2"
"9417","IP6K2"
"9418","CD200"
"9419","SLC12A3"
"9420","SHROOM1"
"9421","PDIK1L"
"9422","KIAA1841"
"9423","MAOB"
"9424","TREM1"
"9425","GSDMD"
"9426","SNX16"
"9427","SFMBT1"
"9428","SBK1"
"9429","PRM1"
"9430","PSKH1"
"9431","CEACAM8"
"9432","PIF1"
"9433","PLAGL2"
"9434","RAI2"
"9435","OTOF"
"9436","TMF1"
"9437","UNC119"
"9438","PNMAL2"
"9439","PKD1L2"
"9440","SLC17A6"
"9441","LRRC34"
"9442","LINC00322"
"9443","LRRC52"
"9444","UNG"
"9445","ELK4"
"9446","CLCA1"
"9447","TFPI"
"9448","TESK1"
"9449","THBS2"
"9450","C11orf65"
"9451","GBP6"
"9452","RREB1"
"9453","MYO3B"
"9454","EME2"
"9455","KIAA1462"
"9456","RAPSN"
"9457","CAPS"
"9458","SCAI"
"9459","ARHGAP18"
"9460","SNURF"
"9461","GUSB"
"9462","SLC16A3"
"9463","TCHH"
"9464","HMHA1"
"9465","SARM1"
"9466","ZMYM1"
"9467","UHRF1BP1L"
"9468","C6orf25"
"9469","MARCH10"
"9470","HRK"
"9471","TSR3"
"9472","PPARGC1B"
"9473","AMY1B"
"9474","RGS9"
"9475","SLCO4C1"
"9476","TMOD4"
"9477","USHBP1"
"9478","TNFRSF18"
"9479","TRIO"
"9480","UTP23"
"9481","TSKS"
"9482","SGK3"
"9483","TFDP3"
"9484","TTYH2"
"9485","MYBL1"
"9486","FAM135B"
"9487","ADCY10"
"9488","PPP1R35"
"9489","GRK7"
"9490","HCFC1R1"
"9491","EPS8L3"
"9492","G6PC"
"9493","HEBP2"
"9494","RSPO3"
"9495","CLDN4"
"9496","PDE6G"
"9497","SNX29"
"9498","PRKY"
"9499","FAM86C1"
"9500","DUX4"
"9501","AJAP1"
"9502","TSSK2"
"9503","C18orf32"
"9504","WNK4"
"9505","THTPA"
"9506","HIST1H3I"
"9507","CCDC30"
"9508","CECR2"
"9509","PARP3"
"9510","CACNA1D"
"9511","TIMM17A"
"9512","MPEG1"
"9513","CRISP3"
"9514","PRKX"
"9515","RNASE2"
"9516","LRMP"
"9517","ENTPD3"
"9518","SATB2"
"9519","ZNF330"
"9520","PLIN1"
"9521","TDRKH"
"9522","AHSA2"
"9523","ZNF207"
"9524","TYW1"
"9525","DMP1"
"9526","VPS36"
"9527","TSR2"
"9528","ROGDI"
"9529","CLDN14"
"9530","DENND6B"
"9531","C8A"
"9532","EOMES"
"9533","RHO"
"9534","KCNQ3"
"9535","THAP4"
"9536","RAPGEF1"
"9537","FUT4"
"9538","CNGA1"
"9539","KRT35"
"9540","ZNF215"
"9541","LAX1"
"9542","INSM1"
"9543","BEND4"
"9544","IFNL3"
"9545","FUT2"
"9546","ALS2CL"
"9547","MEP1B"
"9548","RGS19"
"9549","ABCB4"
"9550","TFB1M"
"9551","IL27"
"9552","B3GNT4"
"9553","OGFOD2"
"9554","WDR60"
"9555","ZNF219"
"9556","ZNF101"
"9557","THAP3"
"9558","SPNS1"
"9559","COL15A1"
"9560","ZNF394"
"9561","GSC"
"9562","TDRD1"
"9563","OBP2B"
"9564","WDR19"
"9565","RHOT1"
"9566","CLPS"
"9567","NPR1"
"9568","TRMU"
"9569","RPE65"
"9570","WDR54"
"9571","SOCS4"
"9572","MYLK4"
"9573","TTLL4"
"9574","SYCP1"
"9575","SLFN12"
"9576","DENND1C"
"9577","ZNF131"
"9578","PALM3"
"9579","TRAPPC6B"
"9580","TRMT112"
"9581","PRPH2"
"9582","COL16A1"
"9583","KCNA6"
"9584","IFITM2"
"9585","RAB24"
"9586","SPRR3"
"9587","TMEM126A"
"9588","SULT2A1"
"9589","MYRIP"
"9590","KLF12"
"9591","RWDD4"
"9592","CCL17"
"9593","AP1S3"
"9594","TONSL"
"9595","RAB25"
"9596","TTC33"
"9597","RAB3D"
"9598","SMCO1"
"9599","PAQR7"
"9600","RYR3"
"9601","SRRD"
"9602","SOWAHA"
"9603","ZNHIT2"
"9604","XAGE3"
"9605","SPRR1B"
"9606","NPR2"
"9607","RXFP1"
"9608","TXNL4B"
"9609","LINC00312"
"9610","CDH12"
"9611","SEC61A2"
"9612","TFB2M"
"9613","HIF3A"
"9614","KRT39"
"9615","ELFN2"
"9616","RGS13"
"9617","IL17F"
"9618","PCYT1B"
"9619","UNC45B"
"9620","PRSS3P2"
"9621","UGT8"
"9622","SEC16B"
"9623","CR1"
"9624","TWISTNB"
"9625","ZBTB44"
"9626","SPRR2G"
"9627","TMEM150A"
"9628","ENTPD2"
"9629","GCOM1"
"9630","RHBDF1"
"9631","WNT7A"
"9632","MYLK3"
"9633","BPI"
"9634","SERPINA10"
"9635","TFAP2D"
"9636","PGLYRP1"
"9637","OSCAR"
"9638","MMP8"
"9639","VCAN"
"9640","HRH2"
"9641","MCMDC2"
"9642","KIAA2012"
"9643","HLA-DQA2"
"9644","HLA-DQB1"
"9645","EIF2S3L"
"9646","ENSG00000257529"
"9647","ENSG00000270800"
"9648","ENSG00000260342"
"9649","ENSG00000260836"
"9650","STON1"
"9651","MEIOB"
"9652","PI3"
"9653","RAB44"
"9654","ENSG00000196689"
"9655","HLA-DOB"
"9656","SPO11"
"9657","GPR29"
"9658","SRL"
"9659","BRI3"
"9660","PPP1R42"
"9661","C10orf11"
"9662","NWD1"
"9663","CYP7A1"
"9664","ENSG00000243207"
"9665","LCE2B"
"9666","LCE3A"
"9667","LCE6A"
"9668","LCE3B"
"9669","SPRR2D"
"9670","SPRR1A"
"9671","SPRR2F"
"9672","LCE1C"
"9673","LCE1A"
"9674","LCE1F"
"9675","LELP1"
"9676","RPTN"
"9677","LCE2C"
"9678","LCE1E"
"9679","LCE1D"
"9680","PADI2"
"9681","RAB12"
"9682","TCN1"
"9683","NFAM1"
"9684","MMP11"
"9685","IL4I1"
"9686","CRLF2"
"9687","RTP4"
"9688","IFI6"
"9689","CMPK2"
"9690","SLC2A13"
"9691","HEATR2"
"9692","ENSG00000142539"
"9693","H326"
"9694","HIST2H2AA"
"9695","RHOV"
"9696","ENSG00000269897"
"9697","SLC27A1"
"9698","CNGB3"
"9699","HOXA4"
"9700","HOXB2"
"9701","HOXB3"
"9702","ENSG00000267140"
"9703","ENSG00000257411"
"9704","ENSG00000271786"
"9705","ENSG00000108825"
"9706","LIM2"
"9707","RAB38"
"9708","DIRC3"
"9709","ENSG00000215472"
"9710","UBBP4"
"9711","ENTPD8"
"9712","KCTD19"
"9713","RPSAP58"
"9714","TNFSF4"
"9715","CYP27B1"
"9716","UTP11L"
"9717","UTP14C"
"9718","KRT37"
"9719","PHOX2B"
"9720","GBP7"
"9721","IFITM1"
"9722","GBP4"
"9723","IL26"
"9724","IL19"
"9725","KLRB1"
"9726","RD3"
"9727","CCL26"
"9728","ENSG00000267618"
"9729","RBP2"
"9730","ENSG00000239665"
"9731","TBX5"
"9732","VPS37D"
"9733","ENSG00000249884"
"9734","POLQ"
"9735","IGHV4-38-2"
"9736","KLHL1"
"9737","SPHK2"
"9738","MOV10L1"
"9739","DDX25"
"9740","CCL3L3"
"9741","KRT74"
"9742","TFAP2E"
"9743","OPN1SW"
"9744","PARG"
"9745","ART1"
"9746","ENSG00000064489"
"9747","SCN2A"
"9748","SCN8A"
"9749","STAG3"
"9750","SYCE2"
"9751","TEN1"
"9752","SYCP3"
"9753","HDC"
"9754","GIF"
"9755","SAMD9L"
"9756","DEFB103A"
"9757","CLEC6A"
"9758","POU2F3"
"9759","UNC13A"
"9760","C1orf177"
"9761","B3GALT5"
"9762","PER3"
"9763","ENSG00000278882"
"9764","DP2"
"9765","ENSG00000269905"
"9766","RLBP1"
"9767","PDE6H"
"9768","DENND3"
"9769","TBC1D8B"
"9770","UVSSA"
"9771","KCNN1"
"9772","UCP1"
"9773","SCN3A"
"9774","ZNF106"
"9775","LCT"
"9776","PTPRT"
"9777","IL20"
"9778","PERM1"
"9779","MGAT3"
"9780","IQCG"
"9781","SEMA3A"
"9782","TEX12"
"9783","RPS6KL1"
"9784","STRA8"
"9785","MBD6"
"9786","STAB2"
"9787","CCDC79"
"9788","NUPR1L"
"9789","TM7SF2"
"9790","SPOPL"
"9791","TCF7L1"
"9792","SOX17"
"9793","ZFP36L1"
"9794","CELF6"
"9795","SIM2"
"9796","U2AF35"
"9797","TRIM48"
"9798","ORAI3"
"9799","TTC14"
"9800","H1FOO"
"9801","MIXL1"
"9802","SNX10"
"9803","CHODL"
"9804","FUT5"
"9805","FUT6"
"9806","IL11RA"
"9807","TCERG1L"
"9808","WDR18"
"9809","ZNF366"
"9810","WDR75"
"9811","ZBTB20"
"9812","MACC1"
"9813","TPRN"
"9814","YIPF6"
"9815","ZFPM1"
"9816","VSIG10L"
"9817","PDCD1LG2"
"9818","MTCP1"
"9819","ZBED5"
"9820","NKAPL"
"9821","TDRD12"
"9822","UBL3"
"9823","XRCC2"
"9824","TRPV6"
"9825","CXCL17"
"9826","RT14"
"9827","TMEM187"
"9828","TIE1"
"9829","PIH1D3"
"9830","SLC26A8"
"9831","ENSG00000250264"
"9832","RASEF"
"9833","ZCCHC8"
"9834","LRRC25"
"9835","ZMYM5"
"9836","ZCCHC3"
"9837","TMSB4Y"
"9838","ZNF335"
"9839","UGT3A2"
"9840","ZFPM2"
"9841","YRDC"
"9842","TSSK6"
"9843","TCL1B"
"9844","TYRO3"
"9845","ZNF326"
"9846","ZNF14"
"9847","ZNF827"
"9848","ZNF512B"
"9849","ZFC3H1"
"9850","WTIP"
"9851","ZUFSP"
"9852","ZNF20"
"9853","ZFHX4"
"9854","WDFY1"
"9855","ZNF587"
"9856","ZNF572"
"9857","ZNF688"
"9858","YPEL5"
"9859","ZBTB22"
"9860","TRERF1"
"9861","ZFYVE1"
"9862","ZFYVE26"
"9863","ZCCHC12"
"9864","ZFP41"
"9865","STK32C"
"9866","ZYG11B"
"9867","ZNF521"
"9868","TFDP2"
"9869","ZER1"
"9870","ZNF516"
"9871","ZNF564"
"9872","ZZEF1"
"9873","ZNF594"
"9874","TSHZ3"
"9875","TNFAIP8L2"
"9876","YPEL2"
"9877","ZDBF2"
"9878","ZFP57"
"9879","ZSCAN5A"
"9880","SOX8"
"9881","ZMAT3"
"9882","TGDS"
"9883","ZNF829"
"9884","TTC12"
"9885","ZFHX3"
"9886","ZNF318"
"9887","ZNF35"
"9888","USPL1"
"9889","ZBTB7C"
"9890","ZNF750"
"9891","ZNF581"
"9892","ZNF382"
"9893","SIM1"
"9894","RITA1"
"9895","ZC3HC1"
"9896","ZNF609"
"9897","VSTM2L"
"9898","ZNF423"
"9899","ZMAT4"
"9900","TPCN1"
"9901","ZNF865"
"9902","SLITRK4"
"9903","SCIMP"
"9904","ZNF577"
"9905","PLEKHH2"
"9906","ZNF124"
"9907","TRIM49"
"9908","ZNF440"
"9909","ZC2HC1C"
"9910","TM4SF19"
"9911","ZSCAN9"
"9912","ZNF697"
"9913","TNNI3K"
"9914","ST5"
"9915","ZNF92"
"9916","ZNF234"
"9917","ZNF74"
"9918","ZNF790"
"9919","USP27X"
"9920","ZNF662"
"9921","ZNF529"
"9922","ZNF365"
"9923","ZC3H12C"
"9924","ZNF140"
"9925","RINL"
"9926","ZNF454"
"9927","ZNF502"
"9928","ZNF185"
"9929","TRB"
"9930","UGT1A9"
"9931","ST13P4"
"9932","ZNF706"
"9933","ZNF557"
"9934","TIMP4"
"9935","STYK1"
"9936","TTC7A"
"9937","ZNF589"
"9938","KCTD8"
"9939","ZNF436"
"9940","PIM3"
"9941","STK32B"
"9942","TULP1"
"9943","TSSK4"
"9944","PROM2"
"9945","USP41"
"9946","ZNF479"
"9947","RGS9BP"
"9948","PRB2"
"9949","TRIM73"
"9950","LINC00852"
"9951","SLC16A5"
"9952","TMEM190"
"9953","GOLGA8B"
"9954","ZNF268"
"9955","ZNF514"
"9956","VR1"
"9957","U2AFBP"
"9958","WDR42A"
"9959","ZNF541"
"9960","SCUBE3"
"9961","CST8"
"9962","LRRC26"
"9963","PSORS1C1"
"9964","hCG_401294"
"9965","ELMSAN1"
"9966","AHDC1"
"9967","CFL2"
"9968","MYH13"
"9969","MYL4"
"9970","ATP5L"
"9971","ATP13A2"
"9972","ANTXR1"
"9973","MYH1"
