"node","type"
"KMT2E",2
"CXCL13",2
"UBE2L6",2
"PSMD5",2
"SRSF4",2
"HACE1",2
"EXOSC4",2
"KLHL41",2
"IL32",2
"RAE1",2
"DRD2",2
"PTGER3",2
"GNS",2
"NAT10",2
"KRT14",2
"AHCY",2
"TNRC6B",2
"ADAMTS17",2
"ASB12",2
"TRIM47",2
"CXCR3",2
"PSMB9",2
"SSTR3",2
"COMMD10",2
"PTTG1",2
"ENO2",2
"CDC26",2
"PRMT1",2
"DKK4",2
"UBE2M",2
"GAL",2
"C7orf50",2
"FBXO32",2
"PSMF1",2
"TRIM11",2
"ADCY7",2
"OSBPL10",2
"PDYN",2
"STAT1",2
"EXOSC2",2
"PPP1R12A",2
"COPS7B",2
"GNB5",2
"PPL",2
"RPS15A",2
"PRDX3",2
"CCR4",2
"SMAD3",2
"MYEOV2",2
"NCBP2",2
"FBXL14",2
"TRIM14",2
"SETD8",2
"CENPE",2
"GHR",2
"UBR2",2
"ASB13",2
"KLF4",2
"CACNA1C",2
"RPS3",2
"HIST1H2BL",2
"RPS28",2
"TUBB4B",2
"FGR",2
"ANAPC11",2
"SNRPA",2
"SNRPB",2
"IL1RN",2
"GPSM1",2
"APLN",2
"FBXW2",2
"MAML3",2
"GPR37",2
"ADORA3",2
"RBM28",2
"SMURF2",2
"PTGS2",2
"UBE2C",2
"E2F5",2
"HERC4",2
"GPS1",2
"UBE2V2",2
"RELB",2
"CKS1B",2
"LGALS8",2
"ASB10",2
"CCR5",2
"KIF5C",2
"KDM2B",2
"MYL6B",2
"SLX4IP",2
"CCND3",2
"PSMD7",2
"ASB1",2
"ZNRF1",2
"RPS3A",2
"TINAG",2
"CCNE2",2
"NPY2R",2
"RPS9",2
"INSL5",2
"NAMPT",2
"MMP2",2
"DEPTOR",2
"ASB14",2
"RNF7",2
"PJA2",2
"RACGAP1",2
"SRC",2
"UBR4",2
"AMER1",2
"TENC1",2
"FBXO31",2
"FBXO21",2
"NUAK1",2
"F2R",2
"DET1",2
"U2SURP",2
"RBM39",2
"UBE2E3",2
"OPRD1",2
"GABRB1",2
"MRPL11",2
"NPY4R",2
"KLHL21",2
"RNF34",2
"HECTD3",2
"UBA52",2
"FBXL16",2
"CD28",2
"GPR18",2
"SF3B4",2
"CXCR4",2
"UHRF1",2
"RXRG",2
"EGF",2
"MAP3K8",2
"GH1",2
"KCTD7",2
"FBXO33",2
"SOCS1",2
"DLEU2",2
"RBL2",2
"PRDX2",2
"C3",2
"SNAI1",2
"FBXO40",2
"KBTBD8",2
"DRD3",2
"FBXO11",2
"ADRA2A",2
"FBXO27",2
"ASB5",2
"TP73",2
"TFAP4",2
"HERC3",2
"RCHY1",2
"RPL26L1",2
"LONP1",2
"NEXN",2
"SNRPC",2
"TUBB4A",2
"UBXN11",2
"FBXO42",2
"NFKB2",2
"MRPS26",2
"TUBA4A",2
"TPI1",2
"VPRBP",2
"TIA1",2
"SUN2",2
"CCL7",2
"USP37",2
"CCBL2",2
"SH3RF1",2
"DFFB",2
