"V1","V2"
"POLR2J","PDCD7"
"POLR2J","PPWD1"
"POLR2J","TRA2B"
"POLR2J","CWC25"
"POLR2J","WBP4"
"POLR2J","UPF3B"
"POLR2J","PPIH"
"POLR2J","LSM5"
"POLR2J","SRSF5"
"POLR2J","RNPC3"
"POLR2J","PAPOLA"
"POLR2J","USP39"
"POLR2J","ZNF830"
"MIR138-2","PTBP3"
"MIR138-2","SYMPK"
"MIR138-2","UPF1"
"MIR138-2","TRA2B"
"FAT1","MT-CO2"
"ZCRB1","ZRSR2"
"ZCRB1","ZMAT5"
"ZCRB1","RNU12"
"ZCRB1","SNRNP25"
"ZCRB1","POLR2K"
"ZCRB1","SNRPG"
"ZCRB1","SNRNP35"
"ZCRB1","SNRNP48"
"ZCRB1","UPF1"
"ZCRB1","PDCD7"
"ZCRB1","SURF2"
"ZCRB1","RNPC3"
"ZCRB1","RPSA"
"ZCRB1","ZC3HAV1"
"ZCRB1","POLR2J"
"CWC15","U2AF1L4"
"CWC15","WBP11"
"CWC15","PPIL1"
"CWC15","PPIL6"
"CWC15","SYMPK"
"CWC15","SNRPN"
"CWC15","SLU7"
"CWC15","POLR2K"
"CWC15","SNRPG"
"CWC15","SMNDC1"
"CWC15","SRSF9"
"CWC15","PPIL3"
"CWC15","PPWD1"
"CWC15","TRA2B"
"CWC15","CWC25"
"CWC15","WBP4"
"CWC15","UPF3B"
"CWC15","PPIH"
"CWC15","LSM5"
"CWC15","SRSF5"
"CWC15","RNPC3"
"CWC15","PAPOLA"
"CWC15","USP39"
"CWC15","POLR2J"
"TIA1","PITPNB"
"TIA1","SYMPK"
"TIA1","MPI"
"TIA1","PIR"
"TIA1","POLR2K"
"TIA1","POLR2J"
"TUBA4A","TBCE"
"TUBA4A","TYK2"
"TUBA4A","TRIP4"
"TUBA4A","TUBB6"
"TUBA4A","YWHAE"
"TUBA4A","TUBGCP3"
"NFKB2","PSMB11"
"NFKB2","TYK2"
"NFKB2","NKIRAS1"
"NFKB2","IL12B"
"NFKB2","NFKBIB"
"NFKB2","RIPK3"
"NFKB2","IL1B"
"NFKB2","PSMB10"
"NFKB2","ZBP1"
"NFKB2","PSME4"
"NFKB2","NFKBIE"
"MED19","POLR2K"
"MED19","RPAP2"
"MED19","POLR2J"
"CYP2E1","GSTA3"
"CYP2E1","GSTA5"
"CYP2E1","CYP2B6"
"CYP2E1","CYP2A13"
"CYP2E1","GSTA4"
"CYP2E1","ADH1C"
"CYP2E1","GSTM2"
"CYP2E1","GSTM5"
"CYP2E1","CYP2C19"
"CYP2E1","PTGS1"
"CYP2E1","GSTT2B"
"CYP2E1","ADH1B"
"CYP2E1","ADH1A"
"CYP2E1","GSTO2"
"CYP2E1","GSTA1"
"CYP2E1","EPHX1"
"CYP2E1","GSTM1"
"PTPN1","TYK2"
"PTPN1","TXN"
"PTPN1","IL1B"
"MIRLET7G","SYMPK"
"MIRLET7G","UPF1"
"MIRLET7G","TRA2B"
"TUBB2A","TBCE"
"TUBB2A","YWHAQ"
"TUBB2A","TUBB6"
"TUBB2A","YWHAE"
"TUBB2A","TUBA4A"
"ADK","PITPNB"
"ADK","PIR"
"ADK","RBM12"
"MIR1-1","PTBP3"
"MIR1-1","UPF1"
"MIR1-1","TRA2B"
"SNRPC","U2AF1L4"
"SNRPC","WBP11"
"SNRPC","TIAL1"
"SNRPC","PPIL1"
"SNRPC","PPIL6"
"SNRPC","SYMPK"
"SNRPC","SNRPN"
"SNRPC","POLR2K"
"SNRPC","SNRPG"
"SNRPC","SNRNP35"
"SNRPC","SMNDC1"
"SNRPC","SRSF9"
"SNRPC","PPIL3"
"SNRPC","CWC25"
"SNRPC","WBP4"
"SNRPC","PPIH"
"SNRPC","LSM5"
"SNRPC","SRSF5"
"SNRPC","RNPC3"
"SNRPC","PAPOLA"
"SNRPC","WWP2"
"SNRPC","USP39"
"SNRPC","POLR2J"
"SNRPC","CWC15"
"SNRPC","TIA1"
"MFI2","CYR61"
"MALT1","NFKBIB"
"MALT1","IL1B"
"MALT1","UBE2N"
"MALT1","NFKBIE"
"SF3B5","ZRSR2"
"SF3B5","U2AF1L4"
"SF3B5","WBP11"
"SF3B5","ZMAT5"
"SF3B5","PPIL1"
"SF3B5","PPIL6"
"SF3B5","SYMPK"
"SF3B5","SNRNP25"
"SF3B5","SNRPN"
"SF3B5","SLU7"
"SF3B5","POLR2K"
"SF3B5","SNRPG"
"SF3B5","SNRNP35"
"SF3B5","SNRNP48"
"SF3B5","SMNDC1"
"SF3B5","SRSF9"
"SF3B5","PPIL3"
"SF3B5","PDCD7"
"SF3B5","PPWD1"
"SF3B5","TRA2B"
"SF3B5","CWC25"
"SF3B5","WBP4"
"SF3B5","UPF3B"
"SF3B5","PPIH"
"SF3B5","LSM5"
"SF3B5","SRSF5"
"SF3B5","RNPC3"
"SF3B5","PAPOLA"
"SF3B5","USP39"
"SF3B5","POLR2J"
"SF3B5","ZCRB1"
"SF3B5","CWC15"
"SF3B5","MIRLET7G"
"SF3B5","SNRPC"
"FBXO11","WWP1"
"FBXO11","UNK"
"FBXO11","ZFP36L2"
"FBXO11","UBE2N"
"FBXO11","WWP2"
"POLR2F","ZRSR2"
"POLR2F","U2AF1L4"
"POLR2F","WBP11"
"POLR2F","ZMAT5"
"POLR2F","TIAL1"
"POLR2F","PPIL1"
"POLR2F","PPIL6"
"POLR2F","SYMPK"
"POLR2F","SNRNP25"
"POLR2F","SNRPN"
"POLR2F","SLU7"
"POLR2F","POLR2K"
"POLR2F","SNRPG"
"POLR2F","RPAP2"
"POLR2F","SNRNP35"
"POLR2F","SNRNP48"
"POLR2F","SMNDC1"
"POLR2F","SRSF9"
"POLR2F","PPIL3"
"POLR2F","PDCD7"
"POLR2F","PPWD1"
"POLR2F","TRA2B"
"POLR2F","CWC25"
"POLR2F","WBP4"
"POLR2F","UPF3B"
"POLR2F","PPIH"
"POLR2F","LSM5"
"POLR2F","SRSF5"
"POLR2F","RNPC3"
"POLR2F","RPSA"
"POLR2F","PAPOLA"
"POLR2F","USP39"
"POLR2F","ZNF830"
"POLR2F","POLR2J"
"POLR2F","ZCRB1"
"POLR2F","CWC15"
"POLR2F","TIA1"
"POLR2F","MED19"
"POLR2F","SNRPC"
"POLR2F","SF3B5"
"CSTF2","U2AF1L4"
"CSTF2","WBP11"
"CSTF2","PPIL1"
"CSTF2","PPIL6"
"CSTF2","SYMPK"
"CSTF2","SNRPN"
"CSTF2","SLU7"
"CSTF2","POLR2K"
"CSTF2","SNRPG"
"CSTF2","SMNDC1"
"CSTF2","SRSF9"
"CSTF2","PPIL3"
"CSTF2","PPWD1"
"CSTF2","TRA2B"
"CSTF2","CWC25"
"CSTF2","WBP4"
"CSTF2","UPF3B"
"CSTF2","PPIH"
"CSTF2","LSM5"
"CSTF2","SRSF5"
"CSTF2","PAPOLA"
"CSTF2","USP39"
"CSTF2","POLR2J"
"CSTF2","CWC15"
"CSTF2","SNRPC"
"CSTF2","SF3B5"
"CSTF2","POLR2F"
"GCFC2","U2AF1L4"
"GCFC2","WBP11"
"GCFC2","PPIL1"
"GCFC2","PPIL6"
"GCFC2","SYMPK"
"GCFC2","SNRPN"
"GCFC2","SLU7"
"GCFC2","POLR2K"
"GCFC2","SNRPG"
"GCFC2","SMNDC1"
"GCFC2","SRSF9"
"GCFC2","PPIL3"
"GCFC2","PPWD1"
"GCFC2","TRA2B"
"GCFC2","CWC25"
"GCFC2","UPF3B"
"GCFC2","SRSF5"
"GCFC2","PAPOLA"
"GCFC2","POLR2J"
"GCFC2","CWC15"
"GCFC2","SF3B5"
"GCFC2","POLR2F"
"GCFC2","CSTF2"
"RASA1","YES1"
"RASA1","NGF"
"SNAI1","YWHAQ"
"SNAI1","UPF1"
"SNAI1","RPSA"
"SNAI1","PTPN1"
"SNAI1","TUBB2A"
"SNAI1","FBXO11"
"CWC27","U2AF1L4"
"CWC27","WBP11"
"CWC27","PPIL1"
"CWC27","PPIL6"
"CWC27","SYMPK"
"CWC27","SNRPN"
"CWC27","SLU7"
"CWC27","POLR2K"
"CWC27","SNRPG"
"CWC27","SMNDC1"
"CWC27","SRSF9"
"CWC27","PPIL3"
"CWC27","PPWD1"
"CWC27","TRA2B"
"CWC27","CWC25"
"CWC27","WBP4"
"CWC27","UPF3B"
"CWC27","PPIH"
"CWC27","LSM5"
"CWC27","SRSF5"
"CWC27","PAPOLA"
"CWC27","USP39"
"CWC27","POLR2J"
"CWC27","CWC15"
"CWC27","SNRPC"
"CWC27","SF3B5"
"CWC27","POLR2F"
"CWC27","CSTF2"
"PRDX2","TXN"
"PRDX2","GSR"
"TAB3","PPIL3"
"TAB3","UBE2N"
"TAB3","MALT1"
"TAB3","SNAI1"
"MIR107","PTBP3"
"MIR107","SYMPK"
"MIR107","UPF1"
"MIR107","TRA2B"
"SNRNP27","U2AF1L4"
"SNRNP27","WBP11"
"SNRNP27","PPIL1"
"SNRNP27","PPIL6"
"SNRNP27","SYMPK"
"SNRNP27","SNRPN"
"SNRNP27","POLR2K"
"SNRNP27","SNRPG"
"SNRNP27","SMNDC1"
"SNRNP27","SRSF9"
"SNRNP27","PPIL3"
"SNRNP27","PLS1"
"SNRNP27","RBM12"
"SNRNP27","CWC25"
"SNRNP27","WBP4"
"SNRNP27","PPIH"
"SNRNP27","LSM5"
"SNRNP27","SRSF5"
"SNRNP27","PAPOLA"
"SNRNP27","USP39"
"SNRNP27","POLR2J"
"SNRNP27","CWC15"
"SNRNP27","SNRPC"
"SNRNP27","SF3B5"
"SNRNP27","POLR2F"
"SNRNP27","CSTF2"
"SNRNP27","CWC27"
"NUDT21","U2AF1L4"
"NUDT21","WBP11"
"NUDT21","PPIL1"
"NUDT21","PPIL6"
"NUDT21","SYMPK"
"NUDT21","TRIP4"
"NUDT21","SNRPN"
"NUDT21","WDR76"
"NUDT21","SLU7"
"NUDT21","POLR2K"
"NUDT21","SNRPG"
"NUDT21","SMNDC1"
"NUDT21","SRSF9"
"NUDT21","PPIL3"
"NUDT21","PPWD1"
"NUDT21","TRA2B"
"NUDT21","CWC25"
"NUDT21","WBP4"
"NUDT21","UPF3B"
"NUDT21","MIRLET7A2"
"NUDT21","PPIH"
"NUDT21","LSM5"
"NUDT21","SRSF5"
"NUDT21","MIR140"
"NUDT21","MIR429"
"NUDT21","PAPOLA"
"NUDT21","WWP2"
"NUDT21","USP39"
